        x              y       Side   Disk   Ring   Module
      7.51987      -5.93418      1      9      1      18
      6.25417      -4.61633      1      9      1      18
      5.47282      -3.78362      1      9      1      18
      6.58197      -4.85487      1      9      1      18
      5.88111      -4.11157      1      9      1      18
      6.10589      -4.24476      1      9      1      18
      6.081      -4.13822      1      9      1      18
      6.19132      -4.21196      1      9      1      18
      7.14637      -5.12582      1      9      1      18
      5.82425      -3.67288      1      9      1      18
      6.72508      -4.57017      1      9      1      18
      5.87465      -3.6508      1      9      1      18
      6.74362      -4.50916      1      9      1      18
      7.28692      -5.00324      1      9      1      18
      5.74599      -3.4255      1      9      1      18
      6.86094      -5.33726      1      9      1      19
      5.00469      -4.17599      1      9      1      19
      6.57795      -4.94744      1      9      1      19
      7.13705      -5.17328      1      9      1      19
      7.33014      -5.14716      1      9      1      19
      6.24835      -4.57992      1      9      1      19
      8.20658      -5.56613      1      9      1      19
      5.444      -4.10769      1      9      1      19
      6.71151      -4.61917      1      9      1      19
      7.57436      -4.95453      1      9      1      19
      5.77794      -4.02565      1      9      1      19
      6.7168      -4.48473      1      9      1      19
      6.16735      -4.18759      1      9      1      19
      6.05507      -4.12126      1      9      1      19
      8.20393      -5.15233      1      9      1      19
      8.74594      -5.41172      1      9      1      19
      8.40052      -5.18549      1      9      1      19
      5.4915      -3.70574      1      9      1      19
      8.15089      -5.05796      1      9      1      19
      5.69835      -3.63717      1      9      1      19
      5.82201      -3.65248      1      9      1      19
      7.83981      -4.54382      1      9      1      19
      8.10416      -4.64246      1      9      1      19
      5.72078      -3.41011      1      9      1      19
      8.07039      -4.57643      1      9      1      19
      6.08877      -3.52586      1      9      1      19
      8.37549      -4.68331      1      9      1      19
      6.37559      -3.58041      1      9      1      19
      5.89291      -3.27335      1      9      1      19
      9.07818      -4.89196      1      9      1      19
      7.37295      -3.98258      1      9      1      19
      7.39079      -3.99167      1      9      1      19
      5.77524      -3.14886      1      9      1      19
      8.56308      -4.53567      1      9      1      19
      8.30626      -4.34348      1      9      1      19
      5.87496      -2.9752      1      9      1      19
      6.02394      -3.01359      1      9      1      19
      6.6481      -3.31022      1      9      1      19
      6.09577      -3.00494      1      9      1      19
      7.34663      -3.59319      1      9      1      19
      8.57893      -4.19582      1      9      1      19
      7.09539      -3.35855      1      9      1      19
      5.86682      -2.7045      1      9      1      19
      9.45231      -4.51053      1      9      1      19
      7.64171      -3.54333      1      9      1      19
      9.09305      -4.26738      1      9      1      19
      6.60557      -2.99674      1      9      1      19
      8.86403      -4.11991      1      9      1      19
      6.60685      -2.95013      1      9      1      19
      7.93399      -3.521      1      9      1      19
      7.88684      -3.48123      1      9      1      19
      6.93137      -2.97655      1      9      1      19
      7.26371      -3.13848      1      9      1      19
      6.13703      -2.55894      1      9      1      19
      7.70986      -3.14495      1      9      1      19
      8.37483      -3.47174      1      9      1      19
      6.20978      -2.31809      1      9      1      19
      9.3434      -3.86424      1      9      1      19
      9.4999      -3.88787      1      9      1      19
      6.64458      -2.39092      1      9      1      19
      7.23446      -2.68867      1      9      1      19
      8.80249      -3.44834      1      9      1      19
      6.21673      -2.12803      1      9      1      19
      9.16909      -3.59164      1      9      1      19
      6.41783      -2.17438      1      9      1      19
      6.87617      -2.3995      1      9      1      19
      8.79387      -3.24474      1      9      1      19
      6.63192      -2.10705      1      9      1      19
      8.82873      -3.22042      1      9      1      19
      8.17227      -2.80823      1      9      1      19
      7.25752      -2.33469      1      9      1      19
      9.35861      -3.3272      1      9      1      19
      8.9075      -2.87408      1      9      1      19
      7.16657      -1.96187      1      9      1      19
      8.12154      -2.42518      1      9      1      19
      9.64692      -3.2024      1      9      1      19
      8.94736      -2.78984      1      9      1      19
      6.51198      -1.52651      1      9      1      19
      8.77904      -2.65638      1      9      1      19
      9.97699      -3.26026      1      9      1      19
      7.69569      -2.02863      1      9      1      19
      9.68511      -3.21846      1      9      1      20
      7.41422      -2.77273      1      9      1      20
      6.60127      -2.56349      1      9      1      20
      9.11806      -2.91111      1      9      1      20
      7.67798      -2.64475      1      9      1      20
      10.1346      -3.00869      1      9      1      20
      6.66785      -2.42924      1      9      1      20
      7.44598      -2.52478      1      9      1      20
      6.91495      -2.4051      1      9      1      20
      10.258      -2.92952      1      9      1      20
      8.81693      -2.67344      1      9      1      20
      9.10159      -2.65506      1      9      1      20
      9.12059      -2.62282      1      9      1      20
      6.91868      -2.25352      1      9      1      20
      8.15594      -2.44155      1      9      1      20
      6.25039      -2.12111      1      9      1      20
      6.41911      -2.14379      1      9      1      20
      9.01366      -2.52995      1      9      1      20
      8.7309      -2.46997      1      9      1      20
      7.16827      -2.21362      1      9      1      20
      8.07043      -2.34148      1      9      1      20
      6.08506      -2.01295      1      9      1      20
      8.09065      -2.27782      1      9      1      20
      8.63978      -2.26662      1      9      1      20
      6.10081      -1.84951      1      9      1      20
      9.48491      -2.37053      1      9      1      20
      9.3783      -2.33964      1      9      1      20
      8.11769      -2.10708      1      9      1      20
      7.74669      -1.95354      1      9      1      20
      8.64861      -2.08286      1      9      1      20
      8.55671      -2.02314      1      9      1      20
      6.55283      -1.55549      1      9      1      20
      7.40217      -1.63281      1      9      1      20
      9.48904      -1.96046      1      9      1      20
      7.60713      -1.62629      1      9      1      20
      10.3382      -1.97496      1      9      1      20
      8.22316      -1.63316      1      9      1      20
      6.31675      -1.31814      1      9      1      20
      6.24877      -1.29935      1      9      1      20
      7.89406      -1.53505      1      9      1      20
      8.87435      -1.59198      1      9      1      20
      6.45055      -1.17733      1      9      1      20
      7.50613      -1.29643      1      9      1      20
      8.33753      -1.42305      1      9      1      20
      7.06859      -1.17904      1      9      1      20
      8.90168      -1.44504      1      9      1      20
      6.44954      -1.05568      1      9      1      20
      9.83738      -1.55312      1      9      1      20
      8.81989      -1.34279      1      9      1      20
      8.57823      -1.24729      1      9      1      20
      8.72636      -1.27201      1      9      1      20
      8.04493      -1.15849      1      9      1      20
      8.34287      -1.19735      1      9      1      20
      8.15988      -1.13673      1      9      1      20
      8.31588      -1.11177      1      9      1      20
      7.73457      -1.00609      1      9      1      20
      6.69072      -0.812917      1      9      1      20
      10.4886      -1.40938      1      9      1      20
      9.57957      -1.26088      1      9      1      20
      7.81279      -0.960261      1      9      1      20
      7.57664      -0.915266      1      9      1      20
      9.81608      -1.23958      1      9      1      20
      6.41597      -0.627656      1      9      1      20
      8.24167      -0.87632      1      9      1      20
      10.0247      -1.13847      1      9      1      20
      6.64082      -0.559492      1      9      1      20
      8.80782      -0.821713      1      9      1      20
      6.42823      -0.358289      1      9      1      20
      6.72602      -0.398038      1      9      1      20
      8.72575      -0.699874      1      9      1      20
      6.65949      -0.370081      1      9      1      20
      7.95122      -0.534172      1      9      1      20
      6.82421      -0.291829      1      9      1      20
      10.599      -0.857349      1      9      1      20
      7.93775      -0.427275      1      9      1      20
      9.54458      -0.649852      1      9      1      20
      7.81922      -0.343676      1      9      1      20
      7.70577      -0.30112      1      9      1      20
      9.81653      -0.596741      1      9      1      20
      7.1045      -0.145936      1      9      1      20
      10.1135      -0.57796      1      9      1      20
      8.16353      -0.245835      1      9      1      20
      8.07397      -0.207181      1      9      1      20
      7.94849      -0.103441      1      9      1      20
      8.29241      -0.0981381      1      9      1      20
      7.81738      0.0286963      1      9      1      20
      8.72346      -0.0743155      1      9      1      20
      8.85839      -0.054427      1      9      1      20
      8.67306      -0.00856245      1      9      1      20
      9.51363      -0.141249      1      9      1      20
      10.3968      -0.260882      1      9      1      20
      7.28397      0.2448      1      9      1      20
      9.49285      -0.016462      1      9      1      20
      6.75616      0.439768      1      9      1      20
      10.3233      -0.0576054      1      9      1      20
      9.54257      0.0854527      1      9      1      20
      10.543      -0.0421451      1      9      1      20
      10.071      0.113782      1      9      1      20
      12.1691      3.03827      1      9      2      1
      11.3107      2.73344      1      9      2      1
      11.536      2.75519      1      9      2      1
      12.0243      2.63913      1      9      2      1
      14.1364      2.83559      1      9      2      1
      13.0984      2.7199      1      9      2      1
      11.2945      2.48493      1      9      2      1
      10.8272      2.42917      1      9      2      1
      11.271      2.33569      1      9      2      1
      10.9626      2.30063      1      9      2      1
      10.5871      2.23568      1      9      2      1
      11.5972      2.30207      1      9      2      1
      10.6742      2.17757      1      9      2      1
      9.9809      2.07178      1      9      2      1
      13.7823      2.4905      1      9      2      1
      12.0806      2.1247      1      9      2      1
      10.0888      1.65045      1      9      2      1
      13.9032      2.04326      1      9      2      1
      13.7081      1.98658      1      9      2      1
      13.4985      1.91476      1      9      2      1
      10.6994      1.59673      1      9      2      1
      9.98907      1.50992      1      9      2      1
      13.2289      1.85799      1      9      2      1
      12.7753      1.68178      1      9      2      1
      10.0127      1.3422      1      9      2      1
      11.5677      1.49079      1      9      2      1
      13.3854      1.63152      1      9      2      1
      12.9491      1.52525      1      9      2      1
      10.3055      1.15837      1      9      2      1
      10.6273      1.16315      1      9      2      1
      11.5904      1.19942      1      9      2      1
      10.3469      0.969575      1      9      2      1
      11.1758      1.03416      1      9      2      1
      11.3329      0.981297      1      9      2      1
      12.6481      1.11187      1      9      2      1
      11.64      0.98319      1      9      2      1
      10.1671      0.776983      1      9      2      1
      14.0294      1.19203      1      9      2      1
      10.4945      0.7324      1      9      2      1
      13.9742      1.10827      1      9      2      1
      12.9144      0.894151      1      9      2      1
      11.1454      0.69349      1      9      2      1
      12.9464      0.878801      1      9      2      1
      14.2075      0.748109      1      9      2      1
      10.539      0.2478      1      9      2      1
      10.5071      0.173465      1      9      2      1
      10.4951      0.0120212      1      9      2      1
      11.9559      0.0124567      1      9      2      1
      12.6733      0.0832264      1      9      2      1
      10.3728      -0.243905      1      9      2      1
      10.2791      -0.351484      1      9      2      1
      14.0536      0.0827684      1      9      2      1
      11.8447      -0.252187      1      9      2      1
      13.411      -0.115427      1      9      2      1
      12.2244      -0.31453      1      9      2      1
      11.0053      5.52876      1      9      2      2
      9.99184      5.1475      1      9      2      2
      10.8063      5.30551      1      9      2      2
      10.7516      5.26755      1      9      2      2
      11.139      5.3246      1      9      2      2
      9.12049      4.61358      1      9      2      2
      10.9251      5.08721      1      9      2      2
      11.533      5.28998      1      9      2      2
      9.84514      4.62708      1      9      2      2
      11.0635      4.87372      1      9      2      2
      13.0315      5.49367      1      9      2      2
      9.59646      4.24651      1      9      2      2
      10.0688      4.39325      1      9      2      2
      10.0876      4.3283      1      9      2      2
      10.3731      4.4216      1      9      2      2
      11.1059      4.66149      1      9      2      2
      11.8735      4.83504      1      9      2      2
      11.0571      4.52806      1      9      2      2
      9.93111      4.01763      1      9      2      2
      10.1459      4.0895      1      9      2      2
      12.3286      4.83492      1      9      2      2
      11.4144      4.41646      1      9      2      2
      12.3056      4.68857      1      9      2      2
      11.3118      4.28522      1      9      2      2
      9.82386      3.71788      1      9      2      2
      12.4483      4.5061      1      9      2      2
      12.6993      4.43031      1      9      2      2
      9.59746      3.30395      1      9      2      2
      11.8269      4.02577      1      9      2      2
      10.9223      3.69231      1      9      2      2
      13.4888      4.52032      1      9      2      2
      10.7874      3.38924      1      9      2      2
      12.8512      4.069      1      9      2      2
      10.5025      3.23337      1      9      2      2
      13.6396      4.31838      1      9      2      2
      11.4932      3.40312      1      9      2      2
      12.1169      3.61608      1      9      2      2
      12.2376      3.5285      1      9      2      2
      12.48      3.52328      1      9      2      2
      11.9598      3.16084      1      9      2      2
      11.5867      2.74189      1      9      2      2
      14.0096      3.54706      1      9      2      2
      10.8733      2.44638      1      9      2      2
      11.5443      2.65068      1      9      2      2
      10.0196      2.10616      1      9      2      2
      12.2039      2.85723      1      9      2      2
      10.6266      2.27253      1      9      2      2
      11.349      2.48129      1      9      2      2
      11.0151      2.31411      1      9      2      2
      10.7173      2.16488      1      9      2      2
      11.3295      2.35526      1      9      2      2
      12.3156      2.65919      1      9      2      2
      13.7293      3.09948      1      9      2      2
      11.9437      2.50123      1      9      2      2
      12.6972      2.71199      1      9      2      2
      7.652      6.74937      1      9      2      3
      8.21947      7.08822      1      9      2      3
      11.2214      8.88464      1      9      2      3
      9.98348      7.9427      1      9      2      3
      10.2676      8.08137      1      9      2      3
      10.8696      8.36529      1      9      2      3
      7.8856      6.35879      1      9      2      3
      8.1306      6.47695      1      9      2      3
      11.3416      8.40043      1      9      2      3
      9.93979      7.19777      1      9      2      3
      10.9088      7.77593      1      9      2      3
      10.3075      7.32164      1      9      2      3
      11.5195      7.98959      1      9      2      3
      10.6679      7.40134      1      9      2      3
      10.604      7.33895      1      9      2      3
      10.8875      7.48991      1      9      2      3
      9.22206      6.43348      1      9      2      3
      9.23105      6.40034      1      9      2      3
      9.03574      6.27837      1      9      2      3
      11.2463      7.61523      1      9      2      3
      9.04672      6.22327      1      9      2      3
      11.6844      7.74602      1      9      2      3
      8.86058      5.91734      1      9      2      3
      10.2043      6.7144      1      9      2      3
      10.586      6.9188      1      9      2      3
      8.74255      5.74766      1      9      2      3
      8.7474      5.73994      1      9      2      3
      8.90614      5.8072      1      9      2      3
      10.1405      6.51487      1      9      2      3
      11.9103      7.59349      1      9      2      3
      11.7716      7.31453      1      9      2      3
      9.31648      5.66939      1      9      2      3
      11.3127      6.92282      1      9      2      3
      9.47132      5.67923      1      9      2      3
      9.62466      5.69138      1      9      2      3
      10.9545      6.42368      1      9      2      3
      11.1993      6.44797      1      9      2      3
      10.034      5.64941      1      9      2      3
      11.7026      6.67264      1      9      2      3
      9.28307      5.13205      1      9      2      3
      9.83991      5.28081      1      9      2      3
      10.996      5.87267      1      9      2      3
      12.2564      6.66631      1      9      2      3
      10.3232      5.37957      1      9      2      3
      9.07551      4.59678      1      9      2      3
      12.2395      6.27918      1      9      2      3
      10.7625      5.27555      1      9      2      3
      9.79926      4.61162      1      9      2      3
      12.6018      6.30468      1      9      2      3
      11.0909      5.28446      1      9      2      3
      10.9076      5.0305      1      9      2      3
      9.55571      4.17125      1      9      2      3
      11.4932      5.32168      1      9      2      3
      12.4956      5.89042      1      9      2      3
      11.9283      5.51371      1      9      2      3
      6.90052      9.26147      1      9      2      4
      6.69543      8.73504      1      9      2      4
      7.76681      9.66      1      9      2      4
      6.80448      8.67116      1      9      2      4
      6.47979      8.205      1      9      2      4
      7.1971      8.8705      1      9      2      4
      6.89701      8.49099      1      9      2      4
      8.04512      9.51619      1      9      2      4
      6.40124      7.87235      1      9      2      4
      7.9519      9.33332      1      9      2      4
      7.64437      8.97541      1      9      2      4
      7.57045      8.80864      1      9      2      4
      6.99119      8.12779      1      9      2      4
      8.49214      9.59259      1      9      2      4
      8.56129      9.65839      1      9      2      4
      8.63671      9.51217      1      9      2      4
      8.29716      9.17212      1      9      2      4
      8.13325      8.95376      1      9      2      4
      8.5081      9.15269      1      9      2      4
      7.71645      8.22372      1      9      2      4
      8.87369      9.36015      1      9      2      4
      7.4946      7.95002      1      9      2      4
      7.90427      8.34739      1      9      2      4
      7.90029      8.02572      1      9      2      4
      7.70698      7.7518      1      9      2      4
      8.56923      8.61688      1      9      2      4
      7.39405      7.39928      1      9      2      4
      9.82038      9.68771      1      9      2      4
      9.71063      9.52845      1      9      2      4
      8.74607      8.53915      1      9      2      4
      7.63072      6.79449      1      9      2      4
      9.6834      8.8336      1      9      2      4
      9.50669      8.61387      1      9      2      4
      9.58889      8.63078      1      9      2      4
      10.42      9.32878      1      9      2      4
      10.2552      9.09718      1      9      2      4
      8.26941      7.07609      1      9      2      4
      9.73125      8.48842      1      9      2      4
      10.0229      8.70644      1      9      2      4
      10.163      8.77874      1      9      2      4
      7.91437      6.39226      1      9      2      4
      10.5983      9.06554      1      9      2      4
      9.9151      8.31872      1      9      2      4
      8.18271      6.51151      1      9      2      4
      10.3168      8.62495      1      9      2      4
      10.6079      8.87186      1      9      2      4
      10.0372      7.97013      1      9      2      4
      4.02189      9.55943      1      9      2      5
      6.16085      12.574      1      9      2      5
      4.18024      9.31369      1      9      2      5
      4.98469      10.4516      1      9      2      5
      6.39252      12.5972      1      9      2      5
      4.40907      9.22893      1      9      2      5
      4.93346      9.98722      1      9      2      5
      5.00176      10.0271      1      9      2      5
      5.05139      10.0668      1      9      2      5
      6.41766      12.1487      1      9      2      5
      6.35657      11.848      1      9      2      5
      5.10964      9.85639      1      9      2      5
      6.10076      11.3939      1      9      2      5
      5.44705      10.3191      1      9      2      5
      5.61403      10.4937      1      9      2      5
      5.13277      9.61368      1      9      2      5
      6.0401      11.0352      1      9      2      5
      5.09193      9.42652      1      9      2      5
      4.99948      9.11282      1      9      2      5
      5.03662      9.17277      1      9      2      5
      5.83259      10.3995      1      9      2      5
      6.41597      11.3259      1      9      2      5
      5.48109      9.43029      1      9      2      5
      5.10415      8.78036      1      9      2      5
      5.41676      9.27153      1      9      2      5
      6.31488      10.6445      1      9      2      5
      6.88904      11.5113      1      9      2      5
      6.28367      10.4867      1      9      2      5
      6.19592      10.2108      1      9      2      5
      6.5053      10.584      1      9      2      5
      6.16793      10.0274      1      9      2      5
      6.26208      9.99188      1      9      2      5
      6.86748      10.8175      1      9      2      5
      5.90814      8.97278      1      9      2      5
      6.88807      10.4853      1      9      2      5
      5.84299      8.81271      1      9      2      5
      6.8498      10.3766      1      9      2      5
      7.24937      10.7549      1      9      2      5
      6.86657      10.1265      1      9      2      5
      7.82455      11.4636      1      9      2      5
      6.35868      8.93798      1      9      2      5
      6.7356      8.85486      1      9      2      5
      6.44443      8.16285      1      9      2      5
      8.10817      10.7474      1      9      2      5
      6.70605      8.50689      1      9      2      5
      6.87156      8.46201      1      9      2      5
      6.86549      8.44218      1      9      2      5
      7.5047      9.40191      1      9      2      5
      7.74397      9.61648      1      9      2      5
      7.41759      8.98206      1      9      2      5
      6.95848      8.08815      1      9      2      5
      7.89118      9.40573      1      9      2      5
      1.92889      10.5771      1      9      2      6
      2.1863      10.975      1      9      2      6
      2.11913      10.7757      1      9      2      6
      2.47891      11.7279      1      9      2      6
      2.1277      10.7091      1      9      2      6
      2.85628      12.4331      1      9      2      6
      3.25799      13.5911      1      9      2      6
      3.21938      13.3712      1      9      2      6
      3.15352      13.0124      1      9      2      6
      2.23866      10.387      1      9      2      6
      3.06742      12.3425      1      9      2      6
      2.49629      10.6119      1      9      2      6
      2.91862      11.4652      1      9      2      6
      2.44416      9.88771      1      9      2      6
      2.57957      10.0949      1      9      2      6
      2.74547      10.5141      1      9      2      6
      2.87018      10.863      1      9      2      6
      3.61684      12.8454      1      9      2      6
      3.15      11.3977      1      9      2      6
      2.94095      10.5942      1      9      2      6
      3.00063      10.5309      1      9      2      6
      3.06883      10.6662      1      9      2      6
      2.89801      10.0471      1      9      2      6
      3.92981      12.8209      1      9      2      6
      4.24064      13.47      1      9      2      6
      3.97863      12.5577      1      9      2      6
      3.14203      9.99354      1      9      2      6
      3.15238      9.99662      1      9      2      6
      3.20175      10.0469      1      9      2      6
      4.41672      13.3553      1      9      2      6
      3.57491      10.3315      1      9      2      6
      3.94688      11.2075      1      9      2      6
      4.07013      11.3234      1      9      2      6
      3.88779      10.6059      1      9      2      6
      4.59657      12.6242      1      9      2      6
      3.85473      10.4124      1      9      2      6
      4.50175      12.18      1      9      2      6
      4.59899      12.2309      1      9      2      6
      4.33934      11.0196      1      9      2      6
      4.76247      12.185      1      9      2      6
      4.0953      10.2715      1      9      2      6
      4.79292      12.2266      1      9      2      6
      4.0187      9.84587      1      9      2      6
      5.24161      13.2461      1      9      2      6
      5.22906      13.1176      1      9      2      6
      5.33417      13.1662      1      9      2      6
      4.55352      10.7879      1      9      2      6
      4.72848      10.8703      1      9      2      6
      5.03432      11.1819      1      9      2      6
      4.44952      9.186      1      9      2      6
      4.99261      10.5021      1      9      2      6
      4.96447      10.1208      1      9      2      6
      5.02883      10.0758      1      9      2      6
      5.91286      12.5552      1      9      2      6
      5.06896      10.1148      1      9      2      6
      4.80608      9.24154      1      9      2      6
      5.04328      9.46614      1      9      2      6
      -0.279568      12.3573      1      9      2      7
      -0.315899      10.6529      1      9      2      7
      -0.182303      10.7185      1      9      2      7
      0.00386405      12.2591      1      9      2      7
      -0.0629975      10.9065      1      9      2      7
      0.120618      11.9437      1      9      2      7
      0.141686      11.5874      1      9      2      7
      0.193539      11.6836      1      9      2      7
      0.278771      11.8856      1      9      2      7
      0.321322      11.0902      1      9      2      7
      0.280033      10.5858      1      9      2      7
      0.517294      10.7202      1      9      2      7
      0.526389      10.6      1      9      2      7
      0.509956      10.0662      1      9      2      7
      1.03735      13.4826      1      9      2      7
      0.888414      12.0268      1      9      2      7
      1.04874      13.3604      1      9      2      7
      1.03276      12.8786      1      9      2      7
      1.00164      12.4288      1      9      2      7
      0.994032      11.9259      1      9      2      7
      0.992093      11.6742      1      9      2      7
      1.33023      13.2462      1      9      2      7
      1.11463      10.8887      1      9      2      7
      1.59053      12.583      1      9      2      7
      1.68145      13.2922      1      9      2      7
      1.47732      10.9345      1      9      2      7
      1.60769      11.5545      1      9      2      7
      1.6192      11.5355      1      9      2      7
      1.66252      11.7297      1      9      2      7
      1.4928      9.95546      1      9      2      7
      1.68145      11.4958      1      9      2      7
      1.98083      14.0715      1      9      2      7
      1.83381      12.7811      1      9      2      7
      1.77676      11.203      1      9      2      7
      1.93631      12.4343      1      9      2      7
      1.83451      11.4282      1      9      2      7
      1.88757      10.6146      1      9      2      7
      2.30271      14.136      1      9      2      7
      2.44704      13.9585      1      9      2      7
      2.13717      10.9407      1      9      2      7
      2.12866      10.6596      1      9      2      7
      2.14661      10.6648      1      9      2      7
      2.09182      9.91945      1      9      2      7
      2.22245      10.3468      1      9      2      7
      2.43511      11.6527      1      9      2      7
      2.79883      13.6247      1      9      2      7
      2.48027      10.5696      1      9      2      7
      2.45422      9.84714      1      9      2      7
      2.78866      12.3222      1      9      2      7
      2.74321      10.4694      1      9      2      7
      2.84703      10.8104      1      9      2      7
      2.77503      10.0326      1      9      2      7
      2.94286      11.4041      1      9      2      7
      3.05132      12.2885      1      9      2      7
      3.16964      13.333      1      9      2      7
      -2.98834      12.451      1      9      2      8
      -2.88308      12.2168      1      9      2      8
      -2.58943      10.6681      1      9      2      8
      -2.50488      9.96234      1      9      2      8
      -2.53453      11.5206      1      9      2      8
      -2.63774      12.7381      1      9      2      8
      -2.30807      10.6495      1      9      2      8
      -2.1892      10.7001      1      9      2      8
      -2.27349      11.7717      1      9      2      8
      -2.10796      10.3597      1      9      2      8
      -2.16338      12.5378      1      9      2      8
      -1.92899      12.4653      1      9      2      8
      -1.98058      13.4368      1      9      2      8
      -1.82643      12.1556      1      9      2      8
      -1.56669      10.4912      1      9      2      8
      -1.74186      12.0431      1      9      2      8
      -1.57926      11.0036      1      9      2      8
      -1.8108      13.2544      1      9      2      8
      -1.56185      11.4738      1      9      2      8
      -1.2754      10.0449      1      9      2      8
      -1.44089      11.9561      1      9      2      8
      -1.52501      13.7803      1      9      2      8
      -1.10753      10.4164      1      9      2      8
      -1.34197      13.4181      1      9      2      8
      -1.19796      13.5653      1      9      2      8
      -1.26261      14.3438      1      9      2      8
      -0.888299      11.2225      1      9      2      8
      -1.08144      13.026      1      9      2      8
      -0.750544      10.1338      1      9      2      8
      -0.952439      12.4948      1      9      2      8
      -1.07657      14.0323      1      9      2      8
      -0.738984      12.3173      1      9      2      8
      -0.636651      12.883      1      9      2      8
      -0.328363      10.7012      1      9      2      8
      -0.423705      11.8894      1      9      2      8
      -0.563902      13.546      1      9      2      8
      -0.17801      10.7685      1      9      2      8
      -0.419695      13.1593      1      9      2      8
      -0.0529765      10.9539      1      9      2      8
      -0.275576      14.1528      1      9      2      8
      0.132902      10.8155      1      9      2      8
      0.0852669      11.6848      1      9      2      8
      0.206752      10.9932      1      9      2      8
      0.0978756      12.0489      1      9      2      8
      0.171656      11.7327      1      9      2      8
      0.313431      11.9221      1      9      2      8
      -5.72048      11.5878      1      9      2      9
      -5.01261      9.68901      1      9      2      9
      -6.01169      12.5745      1      9      2      9
      -5.25637      10.431      1      9      2      9
      -6.10717      13.082      1      9      2      9
      -5.34162      11.0588      1      9      2      9
      -4.89277      9.8158      1      9      2      9
      -4.78749      9.54858      1      9      2      9
      -5.9447      13.0189      1      9      2      9
      -5.52867      11.9586      1      9      2      9
      -5.05483      10.6682      1      9      2      9
      -4.86227      10.3091      1      9      2      9
      -5.50598      12.2735      1      9      2      9
      -4.77669      10.2011      1      9      2      9
      -5.27876      12.0877      1      9      2      9
      -4.7467      10.7155      1      9      2      9
      -4.4288      9.95694      1      9      2      9
      -5.4021      13.159      1      9      2      9
      -5.41859      13.2487      1      9      2      9
      -5.11067      12.6034      1      9      2      9
      -4.48954      10.9645      1      9      2      9
      -5.24082      13.173      1      9      2      9
      -4.84549      12.0537      1      9      2      9
      -3.97267      9.96805      1      9      2      9
      -4.68478      12.0524      1      9      2      9
      -4.57699      12.2704      1      9      2      9
      -4.31219      11.7054      1      9      2      9
      -4.30475      11.7611      1      9      2      9
      -4.85508      13.4247      1      9      2      9
      -4.73916      13.2637      1      9      2      9
      -3.46495      9.62598      1      9      2      9
      -4.08711      11.5933      1      9      2      9
      -3.93407      11.3821      1      9      2      9
      -3.51845      10.2331      1      9      2      9
      -4.33349      12.6314      1      9      2      9
      -3.64413      10.6982      1      9      2      9
      -3.80994      11.2023      1      9      2      9
      -3.33002      9.83078      1      9      2      9
      -4.57002      13.5032      1      9      2      9
      -3.23834      9.84129      1      9      2      9
      -3.41479      10.8527      1      9      2      9
      -3.85458      12.1625      1      9      2      9
      -3.89703      12.4553      1      9      2      9
      -3.8325      12.8173      1      9      2      9
      -3.3423      11.5463      1      9      2      9
      -3.12877      11.3028      1      9      2      9
      -2.53782      9.90574      1      9      2      9
      -3.11606      11.7032      1      9      2      9
      -2.44032      9.84662      1      9      2      9
      -3.42119      12.9294      1      9      2      9
      -2.59677      10.6192      1      9      2      9
      -3.62041      13.6976      1      9      2      9
      -3.3637      13.4804      1      9      2      9
      -2.87237      12.1562      1      9      2      9
      -2.31079      10.6026      1      9      2      9
      -2.92189      12.4465      1      9      2      9
      -2.53848      11.4669      1      9      2      9
      -2.08458      10.3211      1      9      2      9
      -2.76332      12.7565      1      9      2      9
      -6.7335      7.67381      1      9      2      10
      -7.15032      8.44057      1      9      2      10
      -8.31715      10.4151      1      9      2      10
      -8.12014      10.125      1      9      2      10
      -7.24914      8.87508      1      9      2      10
      -6.54194      7.80008      1      9      2      10
      -7.47312      9.32553      1      9      2      10
      -6.57167      8.1775      1      9      2      10
      -7.65708      10.0494      1      9      2      10
      -7.71788      10.3541      1      9      2      10
      -8.21972      11.1857      1      9      2      10
      -6.84872      9.00844      1      9      2      10
      -8.29875      11.3341      1      9      2      10
      -6.80873      9.06904      1      9      2      10
      -7.3151      9.9569      1      9      2      10
      -6.49069      8.77227      1      9      2      10
      -6.75668      9.44672      1      9      2      10
      -7.87953      11.2458      1      9      2      10
      -6.56982      9.72758      1      9      2      10
      -6.12401      9.20368      1      9      2      10
      -5.78223      8.72083      1      9      2      10
      -6.53407      10.1954      1      9      2      10
      -6.2972      10.0526      1      9      2      10
      -6.27316      10.0677      1      9      2      10
      -6.22137      10.0915      1      9      2      10
      -6.02713      9.77091      1      9      2      10
      -5.52002      9.02246      1      9      2      10
      -6.16341      10.1248      1      9      2      10
      -6.93839      11.3996      1      9      2      10
      -6.14369      10.1372      1      9      2      10
      -7.27635      11.944      1      9      2      10
      -6.10787      10.1479      1      9      2      10
      -6.03835      10.1881      1      9      2      10
      -7.31739      12.1429      1      9      2      10
      -6.81332      11.4191      1      9      2      10
      -5.98778      10.2115      1      9      2      10
      -5.66792      9.72673      1      9      2      10
      -5.96735      10.2244      1      9      2      10
      -5.95735      10.2307      1      9      2      10
      -5.92561      10.2455      1      9      2      10
      -7.04002      12.0726      1      9      2      10
      -5.83728      10.2371      1      9      2      10
      -5.52147      9.8424      1      9      2      10
      -6.01502      10.6491      1      9      2      10
